<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.01.03	00:00:00	1.35256	1.35336	1.35149	1.35179	3144	0	0
2022.01.03	04:00:00	1.35180	1.35180	1.34946	1.34983	2767	0	0
2022.01.03	08:00:00	1.34983	1.35280	1.34960	1.35168	6606	0	0
2022.01.03	12:00:00	1.35168	1.35245	1.34831	1.34868	9775	0	0
2022.01.03	16:00:00	1.34868	1.34919	1.34308	1.34710	15342	0	0
2022.01.03	20:00:00	1.34711	1.34856	1.34700	1.34786	5464	0	0
2022.01.04	00:00:00	1.34763	1.34843	1.34653	1.34798	2511	0	2
2022.01.04	04:00:00	1.34799	1.34802	1.34625	1.34685	3099	0	1
2022.01.04	08:00:00	1.34691	1.35136	1.34597	1.35109	8658	0	0
2022.01.04	12:00:00	1.35102	1.35151	1.34788	1.35147	11986	0	0
2022.01.04	16:00:00	1.35150	1.35575	1.35087	1.35357	15310	0	0
2022.01.04	20:00:00	1.35355	1.35375	1.35201	1.35281	5846	0	0
2022.01.05	00:00:00	1.35254	1.35404	1.35197	1.35391	3467	0	0
2022.01.05	04:00:00	1.35390	1.35402	1.35220	1.35277	2756	0	0
2022.01.05	08:00:00	1.35277	1.35545	1.35268	1.35318	7018	0	0
2022.01.05	12:00:00	1.35312	1.35556	1.35276	1.35483	12480	0	0
2022.01.05	16:00:00	1.35483	1.35902	1.35453	1.35885	14331	0	0
2022.01.05	20:00:00	1.35884	1.35985	1.35482	1.35539	13390	0	0
2022.01.06	00:00:00	1.35521	1.35568	1.35371	1.35515	2573	0	2
2022.01.06	04:00:00	1.35509	1.35517	1.35255	1.35304	4776	0	0
2022.01.06	08:00:00	1.35302	1.35305	1.34902	1.35120	11133	0	0
2022.01.06	12:00:00	1.35120	1.35464	1.35096	1.35341	13086	0	0
2022.01.06	16:00:00	1.35342	1.35587	1.35157	1.35303	19506	0	0
2022.01.06	20:00:00	1.35303	1.35380	1.35217	1.35313	6061	0	0
2022.01.07	00:00:00	1.35309	1.35531	1.35251	1.35527	5011	0	1
2022.01.07	04:00:00	1.35524	1.35531	1.35421	1.35442	2353	0	0
2022.01.07	08:00:00	1.35441	1.35569	1.35269	1.35550	6640	0	0
2022.01.07	12:00:00	1.35550	1.35650	1.35286	1.35387	13287	0	0
2022.01.07	16:00:00	1.35386	1.35835	1.35351	1.35794	17504	0	0
2022.01.07	20:00:00	1.35795	1.35971	1.35756	1.35903	3819	0	0
2022.01.10	00:00:00	1.35664	1.35967	1.35664	1.35945	3878	0	0
2022.01.10	04:00:00	1.35945	1.35967	1.35799	1.35851	2441	0	0
2022.01.10	08:00:00	1.35857	1.36036	1.35738	1.35818	9303	0	0
2022.01.10	12:00:00	1.35818	1.35974	1.35519	1.35536	13732	0	0
2022.01.10	16:00:00	1.35536	1.35707	1.35321	1.35624	16293	0	0
2022.01.10	20:00:00	1.35624	1.35804	1.35601	1.35761	7140	0	0
2022.01.11	00:00:00	1.35746	1.35878	1.35656	1.35798	3347	0	0
2022.01.11	04:00:00	1.35798	1.36000	1.35787	1.35969	3414	0	0
2022.01.11	08:00:00	1.35969	1.36194	1.35796	1.36090	11156	0	0
2022.01.11	12:00:00	1.36090	1.36121	1.35644	1.35733	12241	0	0
2022.01.11	16:00:00	1.35733	1.36241	1.35609	1.36167	17290	0	0
2022.01.11	20:00:00	1.36167	1.36358	1.36112	1.36340	6428	0	0
2022.01.12	00:00:00	1.36330	1.36420	1.36265	1.36331	2457	0	0
2022.01.12	04:00:00	1.36331	1.36458	1.36322	1.36413	2106	0	0
2022.01.12	08:00:00	1.36413	1.36446	1.36226	1.36272	7715	0	0
2022.01.12	12:00:00	1.36271	1.36837	1.36206	1.36766	13451	0	0
2022.01.12	16:00:00	1.36766	1.37086	1.36671	1.37073	17540	0	0
2022.01.12	20:00:00	1.37073	1.37142	1.36984	1.37004	6774	0	0
2022.01.13	00:00:00	1.37003	1.37125	1.36984	1.37072	3742	0	0
2022.01.13	04:00:00	1.37072	1.37191	1.37070	1.37098	3106	0	0
2022.01.13	08:00:00	1.37098	1.37472	1.37052	1.37370	7398	0	0
2022.01.13	12:00:00	1.37370	1.37489	1.37134	1.37381	12779	0	0
2022.01.13	16:00:00	1.37383	1.37479	1.37082	1.37128	17167	0	0
2022.01.13	20:00:00	1.37128	1.37225	1.37007	1.37051	7652	0	0
2022.01.14	00:00:00	1.37046	1.37185	1.36991	1.37121	3956	0	0
2022.01.14	04:00:00	1.37121	1.37374	1.37113	1.37327	5077	0	0
2022.01.14	08:00:00	1.37327	1.37432	1.37159	1.37339	10244	0	0
2022.01.14	12:00:00	1.37340	1.37340	1.36949	1.37001	14543	0	0
2022.01.14	16:00:00	1.37001	1.37043	1.36535	1.36554	20076	0	0
2022.01.14	20:00:00	1.36555	1.36838	1.36533	1.36793	6140	0	0
2022.01.17	00:00:00	1.36646	1.36792	1.36629	1.36674	5726	0	0
2022.01.17	04:00:00	1.36674	1.36817	1.36642	1.36736	6268	0	0
2022.01.17	08:00:00	1.36737	1.36899	1.36689	1.36791	11559	0	0
2022.01.17	12:00:00	1.36791	1.36866	1.36373	1.36517	13137	0	0
2022.01.17	16:00:00	1.36516	1.36633	1.36416	1.36508	12076	0	0
2022.01.17	20:00:00	1.36508	1.36515	1.36416	1.36447	2821	0	0
2022.01.18	00:00:00	1.36437	1.36616	1.36409	1.36592	3310	0	0
2022.01.18	04:00:00	1.36594	1.36607	1.36209	1.36346	10814	0	0
2022.01.18	08:00:00	1.36346	1.36529	1.36210	1.36263	16087	0	0
2022.01.18	12:00:00	1.36264	1.36279	1.35800	1.35994	16916	0	0
2022.01.18	16:00:00	1.35996	1.35998	1.35725	1.35774	22739	0	0
2022.01.18	20:00:00	1.35774	1.36034	1.35732	1.35939	12459	0	0
2022.01.19	00:00:00	1.35934	1.36022	1.35880	1.36010	5126	0	0
2022.01.19	04:00:00	1.36010	1.36097	1.35933	1.36082	7791	0	0
2022.01.19	08:00:00	1.36082	1.36199	1.35878	1.36131	16622	0	0
2022.01.19	12:00:00	1.36132	1.36443	1.36093	1.36294	15977	0	0
2022.01.19	16:00:00	1.36293	1.36488	1.36223	1.36260	18975	0	0
2022.01.19	20:00:00	1.36260	1.36343	1.36106	1.36113	7938	0	0
2022.01.20	00:00:00	1.36103	1.36357	1.36049	1.36280	4265	0	0
2022.01.20	04:00:00	1.36280	1.36300	1.36189	1.36237	6438	0	0
2022.01.20	08:00:00	1.36237	1.36374	1.36188	1.36268	13431	0	0
2022.01.20	12:00:00	1.36268	1.36345	1.35994	1.36328	15322	0	0
2022.01.20	16:00:00	1.36327	1.36616	1.36258	1.36265	18751	0	0
2022.01.20	20:00:00	1.36264	1.36276	1.35871	1.35981	12952	0	0
2022.01.21	00:00:00	1.35981	1.36019	1.35792	1.35960	9304	0	0
2022.01.21	04:00:00	1.35959	1.36011	1.35884	1.35925	9155	0	0
2022.01.21	08:00:00	1.35925	1.35949	1.35581	1.35685	16268	0	0
2022.01.21	12:00:00	1.35685	1.35766	1.35524	1.35727	15248	0	0
2022.01.21	16:00:00	1.35727	1.35734	1.35457	1.35564	23070	0	0
2022.01.21	20:00:00	1.35564	1.35674	1.35484	1.35511	9447	0	0
2022.01.24	00:00:00	1.35446	1.35603	1.35446	1.35603	4671	0	0
2022.01.24	04:00:00	1.35603	1.35652	1.35451	1.35460	4909	0	0
2022.01.24	08:00:00	1.35461	1.35550	1.35247	1.35251	13911	0	0
2022.01.24	12:00:00	1.35250	1.35279	1.34709	1.34726	20557	0	0
2022.01.24	16:00:00	1.34726	1.34811	1.34399	1.34551	27934	0	0
2022.01.24	20:00:00	1.34549	1.34924	1.34548	1.34870	15809	0	0
